accession	description	base_count	scientific_name	tax_id	first_public	last_updated
AF201441	Drosophila simulans isolate RU00 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2000-07-03	2006-11-14
AF201443	Drosophila simulans isolate RU07 alcohol dehydrogenase (Adhr) gene, intron 1.	479	Drosophila simulans	7240	2000-07-03	2006-11-14
AF284477	Drosophila mauritiana strain 207 alcohol dehydrogenase (Adh) gene, partial cds.	702	Drosophila mauritiana	7226	2000-11-02	2006-11-14
AY095941	Drosophila kuntzei isolate kun3 alcohol dehydrogenase (Adh) gene, partial cds.	431	Drosophila kuntzei	42027	2003-05-01	2008-12-16
AY095947	Drosophila unispina isolate uni1 alcohol dehydrogenase (Adh) gene, partial cds.	442	Drosophila unispina	193352	2003-05-01	2008-12-16
DQ471614	Drosophila angor strain C120 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila angor	381448	2006-07-20	2006-07-20
DQ471625	Drosophila perlucida strain 186 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila perlucida	381468	2006-07-20	2006-07-20
DQ471646	Drosophila bipatita strain 246 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila bipatita (nomen nudum)	2609301	2006-07-20	2006-07-20
JX455215	Drosophila simulans isolate HW46 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2012-09-03	2014-01-02
M62743	D.buzzatii alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	908	Drosophila buzzatii	7264	1991-07-11	2006-11-14
U95256	Drosophila willistoni Belize II alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
AB154552	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh11.	683	Drosophila kikkawai	30033	2004-04-01	2005-04-14
AB154561	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh20.	683	Drosophila kikkawai	30033	2004-04-01	2005-04-14
AF201425	Drosophila mauritiana isolate G52 alcohol dehydrogenase (Adhr) gene, intron 1.	475	Drosophila mauritiana	7226	2000-07-03	2006-11-14
AF201428	Drosophila simulans isolate TT00 alcohol dehydrogenase (Adhr) gene, intron 1.	479	Drosophila simulans	7240	2000-07-03	2006-11-14
AF201432	Drosophila simulans isolate NC37 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2000-07-03	2006-11-14
AF201437	Drosophila simulans isolate MD106 alcohol dehydrogenase (Adhr) gene, intron 1.	479	Drosophila simulans	7240	2000-07-03	2006-11-14
AY335201	Drosophila sturtevanti clone Dsturt3 alcohol dehydrogenase (Adh) gene, partial cds.	792	Drosophila sturtevanti	30047	2003-12-31	2005-04-16
DQ471647	Drosophila bai strain 247 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila bai	311478	2006-07-20	2006-07-20
KX384732	Drosophila nasuta strain IND_DN_U11 alcohol dehydrogenase (Adh) gene, partial cds.	1122	Drosophila nasuta	42062	2017-01-03	2017-01-03
AF201438	Drosophila simulans isolate MD225 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2000-07-03	2006-11-14
AY095950	Drosophila phalerata isolate pha2 alcohol dehydrogenase (Adh) gene, partial cds.	430	Drosophila phalerata	7283	2003-05-01	2008-12-16
AY095935	Drosophila limbata isolate lim1 alcohol dehydrogenase (Adh) gene, partial cds.	447	Drosophila limbata	42028	2003-05-01	2008-12-16
DQ471641	Drosophila neokadai strain 172 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila neokadai	311476	2006-07-20	2006-07-20
KX976490	Drosophila yakuba isolate Yakuba_BIOKO_NE_4_6 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
AF201436	Drosophila simulans isolate DSR alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2000-07-03	2006-11-14
AY804555	Drosophila yakuba strain Tai18 alcohol dehydrogenase (Adh) gene, partial cds.	759	Drosophila yakuba	7245	2005-10-06	2005-10-06
DQ471622	Drosophila hei strain 4 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila hei	381462	2006-07-20	2006-07-20
AB669828	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B660.	842	Drosophila biauraria	73155	2014-01-02	2014-01-02
AB825962	Drosophila trapezifrons Adh gene for alcohol dehydrogenase, partial cds, strain: Bavi31.	836	Drosophila trapezifrons	94110	2015-12-16	2015-12-16
AF459764	Drosophila punjabiensis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila punjabiensis	60717	2002-05-16	2006-11-14
EU999242	Drosophila americana isolate FP99.33 alcohol dehydrogenase (Adh) gene, partial cds.	840	Drosophila americana	40366	2008-09-09	2008-09-09
KJ767237	Drosophila melanogaster strain Oregon R alcohol dehydrogenase (Adh) gene, partial cds.	872	Drosophila melanogaster	7227	2014-09-04	2014-10-29
U64544	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS317 allele, complete cds.	3476	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U64559	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS356 allele, complete cds.	3499	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
AB669827	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B16.	842	Drosophila biauraria	73155	2014-01-02	2014-01-02
AB669849	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L6.	833	Drosophila burlai	137355	2014-01-02	2014-01-02
AB669872	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY326.	843	Drosophila ohnishii	307242	2014-01-02	2014-01-02
AF136692	Drosophila americana americana G96.40Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136702	Drosophila americana texana LP97.08 alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana texana	40372	1999-06-03	2005-04-15
AF136704	Drosophila americana texana LP97.13 alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana texana	40372	1999-06-03	2005-04-15
AF459749	Drosophila takahashii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila takahashii	29030	2002-05-16	2006-11-14
AF459760	Drosophila eugracilis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila eugracilis	29029	2002-05-16	2006-11-14
AF459767	Drosophila nikananu alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila nikananu	73157	2002-05-16	2006-11-14
AF459783	Drosophila rufa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila rufa	67533	2002-05-16	2006-11-14
AY459545	Drosophila simulans alcohol dehydrogenase gene, partial cds and 5' flanking region.	618	Drosophila simulans	7240	2003-11-30	2006-08-19
EF560576	Drosophila gasici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	622	Drosophila gasici	306028	2008-05-01	2008-07-12
L78923	Drosophila mimica (strain 15292-2561.3) alcohol dehydrogenase gene, partial cds.	822	Drosophila mimica	7270	1996-06-25	2005-04-17
U64522	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS228 allele, complete cds.	3481	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U76470	Drosophila hydei strain 2 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	897	Drosophila hydei	7224	1996-11-19	2005-04-18
AB669830	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: ISGB1.	838	Drosophila lacteicornis	67531	2014-01-02	2014-01-02
AF136656	Drosophila americana americana G96.03X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136663	Drosophila americana americana G96.30X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136698	Drosophila americana americana G96.46Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF175218	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k35 allele, complete cds.	951	Drosophila melanogaster	7227	1999-10-06	1999-12-21
AF201423	Drosophila melanogaster isolate Oregon R alcohol dehydrogenase (Adhr) gene, intron 1.	479	Drosophila melanogaster	7227	2000-07-03	2006-11-14
AF459750	Drosophila lutescens alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila lutescens	51159	2002-05-16	2006-11-14
AY695389	Drosophila dunni strain Puerto Rico alcohol dehydrogenase (Adh) mRNA, partial cds.	507	Drosophila dunni	133979	2006-08-01	2006-08-01
U64536	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS273 allele, complete cds.	3498	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U76476	Drosophila hydei strain 8 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	897	Drosophila hydei	7224	1996-11-19	2005-04-18
AF136681	Drosophila americana americana G96.03Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136700	Drosophila americana texana LP97.03 alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana texana	40372	1999-06-03	2005-04-15
U64555	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS348 allele, complete cds.	3467	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
X54118	D.teissieri Adh gene for alcohol dehydrogenase and Adh-related gene	4321	Drosophila teissieri	7243	1992-04-14	2006-11-14
AB669841	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: T544.	842	Drosophila triauraria	67534	2014-01-02	2014-01-02
AF136673	Drosophila americana americana G96.45X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF459781	Drosophila orosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila orosa	137076	2002-05-16	2006-11-14
AB669833	Drosophila quadraria Adh gene for alcohol dehydrogenase, partial cds, strain: Q.	843	Drosophila quadraria	67532	2014-01-02	2014-01-02
AF459751	Drosophila lucipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila lucipennis	73156	2002-05-16	2006-11-14
U64526	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS242 allele, complete cds.	3475	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U76474	Drosophila hydei strain 6 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	897	Drosophila hydei	7224	1996-11-19	2005-04-18
AB669894	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN179.	830	Drosophila truncata	137078	2014-01-02	2014-01-02
EF560577	Drosophila mesophragmatica pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	605	Drosophila mesophragmatica	306029	2008-05-01	2008-07-12
X54116	D.erecta Adh gene for alcohol dehydrogenase and Adh-related gene	3867	Drosophila erecta	7220	1992-04-14	2006-11-14
AB669829	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: BG0571.0.	838	Drosophila lacteicornis	67531	2014-01-02	2014-01-02
AB669861	Drosophila cauverii Adh gene for alcohol dehydrogenase, partial cds, strain: cauv-CNRS.	833	Drosophila cauverii	137356	2014-01-02	2014-01-02
AF136677	Drosophila americana americana D.am-.6Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AY340302	Drosophila americana pop-variant NN97.08Y alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY364513	Drosophila mojavensis strain MJS 68 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	879	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY874371	Drosophila subobscura strain line 24 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1406	Drosophila subobscura	7241	2005-05-31	2005-05-31
AB703316	Drosophila algonquin Adh gene for alcohol dehydrogenase, partial cds, clone: D.algonquin.	405	Drosophila algonquin	7247	2012-03-18	2012-03-18
AY340278	Drosophila americana pop-variant DN00.01X alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY340292	Drosophila americana pop-variant NN00.09X alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY340294	Drosophila americana pop-variant DN00.02Y alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY364506	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase 1 (Adh1) gene, complete cds.	880	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY874361	Drosophila subobscura strain line 0 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1422	Drosophila subobscura	7241	2005-05-31	2005-05-31
AB703319	Drosophila azteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.azteca.	405	Drosophila azteca	7249	2012-03-18	2012-03-18
AB703324	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase, partial cds, clone: D.pseudoobscura.	405	Drosophila pseudoobscura	7237	2012-03-18	2012-03-18
AF136678	Drosophila americana americana D.am-.3Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AY340280	Drosophila americana pop-variant DN00.04X alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY340295	Drosophila americana pop-variant DN00.04Y alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY364493	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	880	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY364499	Drosophila mojavensis strain MJS 115 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	880	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY364522	Drosophila mojavensis strain MJS 133 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	879	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY874368	Drosophila subobscura strain line 16 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1406	Drosophila subobscura	7241	2005-05-31	2005-05-31
EF216308	Drosophila luguensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	431	Drosophila luguensis	426741	2007-06-10	2010-09-07
U76483	Drosophila mulleri strain -1371.22 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	902	Drosophila mulleri	7231	1997-03-06	2005-04-18
U76480	Drosophila mulleri strain -1371.16 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	902	Drosophila mulleri	7231	1997-03-06	2005-04-18
AY874366	Drosophila subobscura strain line 10 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1406	Drosophila subobscura	7241	2005-05-31	2005-05-31
AY874374	Drosophila subobscura strain line 35 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1406	Drosophila subobscura	7241	2005-05-31	2005-05-31
EF216309	Drosophila limingi alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	429	Drosophila limingi	426743	2007-06-10	2010-09-07
AB703320	Drosophila bifasciata Adh gene for alcohol dehydrogenase, partial cds, clone: D.bifasciata.	405	Drosophila bifasciata	7218	2012-03-18	2012-03-18
AY340284	Drosophila americana pop-variant NN97.02X alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY340285	Drosophila americana pop-variant NN97.04X alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY874367	Drosophila subobscura strain line 11 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1406	Drosophila subobscura	7241	2005-05-31	2005-05-31
AB669838	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.00.	838	Drosophila tani	137070	2014-01-02	2014-01-02
AB669874	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.01.	838	Drosophila nikananu	73157	2014-01-02	2014-01-02
AF067283	Drosophila subsilvestris alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	437	Drosophila subsilvestris	7239	1998-07-02	2006-11-14
AY154844	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	878	Drosophila arizonae	7263	2003-03-03	2005-04-16
AY154854	Drosophila arizonae strain AR00 5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila arizonae	7263	2003-03-03	2005-04-16
M17827	D.melanogaster (strain Wa-S) alcohol dehydrogenase gene (allele Adh-s), complete cds.	2696	Drosophila melanogaster	7227	1991-07-01	2006-11-14
AB932673	Drosophila similis Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2321.00.	839	Drosophila similis	133976	2014-10-26	2014-10-26
AY154843	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	878	Drosophila arizonae	7263	2003-03-03	2005-04-16
AY154845	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	879	Drosophila arizonae	7263	2003-03-03	2005-04-16
EF560579	Drosophila gaucha pop-variant Campos do Jordao alcohol dehydrogenase (adh) gene, partial cds.	626	Drosophila gaucha	30028	2008-05-01	2008-07-12
LC057202	Drosophila paralutea Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0281.00.	829	Drosophila paralutea	186284	2019-06-04	2019-06-04
M17828	D.melanogaster (strain Fl-1S) alcohol dehydrogenase gene (allele Adh-F), complete cds.	2696	Drosophila melanogaster	7227	1991-07-01	2006-11-14
AB194441	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type CJB162.	759	Drosophila bipectinata	42026	2005-05-07	2006-02-27
LC057201	Drosophila prostipennis Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0291.00.	827	Drosophila prostipennis	94111	2019-06-04	2019-06-04
AB669886	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.00.	836	Drosophila mayri	137074	2014-01-02	2014-01-02
X03048	Drosophila mulleri adh genes for alcohol dehydrogenase (adh-1, adh-2, pseudo-adh)	6778	Drosophila mulleri	7231	1986-07-02	2006-11-14
AB669848	Drosophila vulcana Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0711.00.	773	Drosophila vulcana	132243	2014-01-02	2014-01-02
AB932666	Drosophila parthenogenetica Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2221.00.	834	Drosophila parthenogenetica	133990	2014-10-26	2014-10-26
X15585	Drosophila navojoa Adh-1 gene for alcohol dehydrogenase (EC 1.1.1.1)	2334	Drosophila navojoa	7232	1989-11-23	2006-11-14
AB194427	Drosophila varians Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	1756	Drosophila varians	30050	2005-05-07	2006-02-27
AF045125	Drosophila emarginata strain 14042-0841.7 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	405	Drosophila emarginata	30024	1998-06-02	2006-11-14
AF045124	Drosophila emarginata strain 14042-0841.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	405	Drosophila emarginata	30024	1998-06-02	2006-11-14
